"*""""Operation"""""",""Flag"",""objectId"",""objectType"",""MobileRecordId"",""FunctionalGroupName"",""userGroupName"",""Role"",""Login"",""Password"",""OrganizationName"",""OrganizationNumber"",""Company"",""Last Name"",""First Name"",""Address1"",""Address2"",""City"",""State"",""ZipCode"",""Country"",""Email"",""Telephone"",""ItemType"",""latitude"",""longitude"",""Driver License Number"",""Driver License State"",""Location"",""Customer Number"",""Date of Hire"",""Date of Birth"""
"O,""H"","""","""","""","""",""WestPak Customers"",""NormalUser"",""wpavoc1"",""123"",""WestPak"",""23"",""7 OAKS RANCH"",""Boone"",""Paula"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"",""NormalUser"",""wpavoc2"",""123"",""WestPak"",""23"",""A&A PACKING"",""Gray"",""Camila"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""2"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"",""NormalUser"",""wpavoc3"",""123"",""WestPak"",""23"",""A.J. STEHLY RANCH 2"",""Meadows"",""Sheila"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""3"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1197"","""",""WestPak"",""23"",""SALINE - CUERO"",""Todd"",""Elaine"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1197"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1198"","""",""WestPak"",""23"",""SALINE #2 PINTORESCA"",""Huff"",""Joel"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1198"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1199"","""",""WestPak"",""23"",""SALINE 108"",""McKnight"",""Kaitlyn"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1199"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1200"","""",""WestPak"",""23"",""SALINE 18"",""Johnston"",""Alexander"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1200"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1201"","""",""WestPak"",""23"",""SALINE 19"",""Cherry"",""Hailey"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1201"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1202"","""",""WestPak"",""23"",""SALINE 4"",""Oliver"",""Nicholas"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1202"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1203"","""",""WestPak"",""23"",""SALINE CARRANCHO 8"",""Gilliam"",""Roy"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1203"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1204"","""",""WestPak"",""23"",""SALINE LOS GATOS 9"",""Carter"",""Lucas"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1204"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1205"","""",""WestPak"",""23"",""SALINE PINTORESCA"",""Haynes"",""Hannah"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1205"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1206"","""",""WestPak"",""23"",""SALINE RAINBOW"",""Bailey"",""Chester"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1206"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1207"","""",""WestPak"",""23"",""SALINE VISTA DEL MAR"",""Sparks"",""Wayne"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1207"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1208"","""",""WestPak"",""23"",""SALINE, JERRY"",""Conner"",""Susan"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1208"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1209"","""",""WestPak"",""23"",""SALVADOR, EUGENIO"",""Underwood"",""Joshua"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1209"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1210"","""",""WestPak"",""23"",""SAN MIGUEL FRMS/MALLAS #10"",""Bender"",""Ava"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1210"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1211"","""",""WestPak"",""23"",""SAN MIGUEL FRMS/MALLAS #19"",""Molina"",""Louise"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1211"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1212"","""",""WestPak"",""23"",""SANCHEZ, HECTOR"",""Gregory"",""Ralph"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1212"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1213"","""",""WestPak"",""23"",""SANCHEZ, RICHARD"",""Morrison"",""Helene"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1213"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1214"","""",""WestPak"",""23"",""SANTA BARBARA EXOTICS"",""Mitchell"",""Emory"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1214"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1215"","""",""WestPak"",""23"",""SANTA CLARA RANCH"",""Woodard"",""William"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1215"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1216"","""",""WestPak"",""23"",""SANTOR, LOUIE"",""Beard"",""Brianna"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1216"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1217"","""",""WestPak"",""23"",""SAPHIRE RANCH"",""Flowers"",""Marilyn"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1217"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1218"","""",""WestPak"",""23"",""SARAJEDINI, HOSSAIN FARAD"",""Dale"",""Lucas"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1218"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1219"","""",""WestPak"",""23"",""SAUNDERS, BRETT"",""Horn"",""Betty"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1219"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1220"","""",""WestPak"",""23"",""SAWYER, HARVEY"",""Blanchard"",""Faith"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1220"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1221"","""",""WestPak"",""23"",""SCAGLIONI, CRISTINA"",""Williams"",""Morgan"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1221"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1222"","""",""WestPak"",""23"",""SCHAEFFER, KENT"",""Rivas"",""Isabel"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1222"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1223"","""",""WestPak"",""23"",""SCHAFFER, FRANK"",""Pierce"",""Lillian"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1223"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1224"","""",""WestPak"",""23"",""SCHEFFER, BEVERLY"",""Conrad"",""Joseph"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1224"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1225"","""",""WestPak"",""23"",""SCHIMICK, BOB"",""Day"",""Betty"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1225"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1226"","""",""WestPak"",""23"",""SCHMID, VICTOR"",""Booth"",""Norman"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1226"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1227"","""",""WestPak"",""23"",""SCHMIDT, MARILYN"",""Haynes"",""Allan"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1227"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1228"","""",""WestPak"",""23"",""SCHOENWALD, DANIEL OR FELICIA"",""Sutton"",""Maria"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1228"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1229"","""",""WestPak"",""23"",""SCHOONARD, RON"",""Nichols"",""Byron"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1229"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1230"","""",""WestPak"",""23"",""SCHRIMPF, NANCY"",""Conrad"",""Lily"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1230"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1231"","""",""WestPak"",""23"",""SCHUFF BARRANCA"",""Wyatt"",""Phillip"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1231"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1232"","""",""WestPak"",""23"",""SCHUFF SKY"",""Glover"",""Louise"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1232"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1233"","""",""WestPak"",""23"",""SCHULTE DOS PUEBLOS"",""Goodwin"",""Emily"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1233"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1234"","""",""WestPak"",""23"",""SCHULTE FOOTHILL"",""Dyer"",""Lucy"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1234"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1235"","""",""WestPak"",""23"",""SCHULTE LA PATERA"",""Meyers"",""Jerry"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1235"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1236"","""",""WestPak"",""23"",""SCHULTHEIS, GARY"",""Glover"",""Lauren"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1236"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1237"","""",""WestPak"",""23"",""SCHULTZ, LARRY"",""Campos"",""Wanda"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1237"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1238"","""",""WestPak"",""23"",""SCHULZE, MR"",""Buchanan"",""Ginger"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1238"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1239"","""",""WestPak"",""23"",""SCHUMANN, KENT"",""Michael"",""Don"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1239"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1240"","""",""WestPak"",""23"",""SCHUTTE, DAVID"",""Bradshaw"",""Dale"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1240"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1241"","""",""WestPak"",""23"",""SCHWARTZ, DAVID & LIZ"",""Lynn"",""Jerome"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1241"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1242"","""",""WestPak"",""23"",""SEATON, GARY"",""King"",""Chester"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1242"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1243"","""",""WestPak"",""23"",""SECHI, PAULINE"",""Noble"",""Isabel"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1243"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1244"","""",""WestPak"",""23"",""SEGOBIA, MARIBEL"",""Donovan"",""Taylor"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1244"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1245"","""",""WestPak"",""23"",""SEMAR, LORIE"",""Smith"",""Zachary"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1245"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1246"","""",""WestPak"",""23"",""SENECA RESOURCES"",""Rose"",""Ann"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1246"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1247"","""",""WestPak"",""23"",""SESPE FARM"",""Estrada"",""Victor"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1247"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1248"","""",""WestPak"",""23"",""SHAHIN TEHRANI"",""Jones"",""Kaylee"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1248"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1249"","""",""WestPak"",""23"",""SHAHIN-COLINA"",""Raymond"",""Kay"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1249"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1250"","""",""WestPak"",""23"",""SHAHIN-VAQUERO"",""Simmons"",""Evelyn"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1250"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1251"","""",""WestPak"",""23"",""SHAVER, RON"",""Delaney"",""Ashley"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1251"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1252"","""",""WestPak"",""23"",""SHAW, STEVE & JANET"",""Moreno"",""David"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1252"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1253"","""",""WestPak"",""23"",""SHELTON, NANCI"",""Ford"",""Bart"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1253"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1254"","""",""WestPak"",""23"",""SHINOHARA, MARK"",""McKkay"",""Harry"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1254"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1255"","""",""WestPak"",""23"",""SHIRAZ CALIFORNIA RANCH"",""Dominguez"",""Marilyn"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1255"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1256"","""",""WestPak"",""23"",""SHORT, ELADIO"",""Sims"",""Edith"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1256"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1257"","""",""WestPak"",""23"",""SHORT, ELADIO - HOME"",""Barber"",""Ashley"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1257"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1258"","""",""WestPak"",""23"",""SHOUP 110"",""Buckner"",""Arthur"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1258"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1259"","""",""WestPak"",""23"",""SHOUP 17"",""Chang"",""Owen"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1259"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1260"","""",""WestPak"",""23"",""SHOUP 29"",""Stanley"",""Nancy"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1260"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1261"","""",""WestPak"",""23"",""SHREIAR CAMARON"",""Gilmore"",""Sylvia"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1261"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1262"","""",""WestPak"",""23"",""SHREIAR RINCONO"",""Serrano"",""Anne"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1262"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1263"","""",""WestPak"",""23"",""SHROEDER, RAY"",""Riggs"",""Elizabeth"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1263"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1264"","""",""WestPak"",""23"",""SHUMATE, WOODROW"",""Merritt"",""Renee"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1264"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1265"","""",""WestPak"",""23"",""SHUSTER, GARY & CYNTHIA"",""Mendez"",""Lauren"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1265"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1266"","""",""WestPak"",""23"",""SIERRA DEL ORO"",""Navarro"",""Bonnie"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1266"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1267"","""",""WestPak"",""23"",""SIERRA PACIFIC"",""Schultz"",""Gilbert"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1267"",""2/31995"",""4/5/2008"""
"O,""H"","""","""","""","""",""WestPak Customers"","""",""wpavoc1268"","""",""WestPak"",""23"",""SILIZNOFF, JOHN"",""Suarez"",""Frank"",""1601 E. Olympic Blvd."","""",""Los Angeles"",""CA"",""90021"",""USA"","""",""(431) 283-8759"",""client"",""34.0314851"",""-118.2424463"","""","""","""",""1268"",""2/31995"",""4/5/2008"""
